theta_deg,volume_m3,pressure_pa,temperature_k,mass_kg,mdot_intake_kg_s,mdot_exhaust_kg_s,intake_lift_frac,exhaust_lift_frac,dm_fuel_main_mg_per_deg,dq_comb_j_per_deg,dq_wall_j_per_deg,torque_indicated_nm_per_cyl
-213.0,0.0004727371474043919,155340.79490746433,301.3313027808456,0.0008491396246488514,0.02713942137701628,-0.0,0.6400294117647056,0.0,0.0,0.0,-0.0026136194486790216,14.496002629626066
-212.0,0.00047434087016147485,155361.5766016139,301.3395682059554,0.0008521108737836866,0.026343591711300657,-0.0,0.6265098039215682,0.0,0.0,0.0,-0.002620218898522611,14.053423503253887
-211.0,0.00047589468617084105,155382.55163983113,301.34806141978015,0.0008549934856900604,0.025544810182763195,-0.0,0.61278431372549,0.0,0.0,0.0,-0.0026266138551482333,13.611288617903627
-210.0,0.0004773986585150909,155403.74910527415,301.3567964111223,0.0008577876694963945,0.024751665447953944,-0.0,0.5990588235294115,0.0,0.0,0.0,-0.002632804611907588,13.169628983077978
-209.0,0.0004788528533805691,155425.28324819368,301.36582932255976,0.0008604939922875729,0.0239631568288395,-0.0,0.5853333333333332,0.0,0.0,0.0,-0.002638791681745215,12.728477607129102
-208.0,0.00048025733954258024,155447.2317139516,301.37519807880705,0.0008631128798515205,0.0231760758992221,-0.0,0.5715424836601307,0.0,0.0,0.0,-0.0026445755045334247,12.287858819075513
-207.0,0.0004816121878687535,155469.56734760135,301.38488877192407,0.0008656443300558173,0.022391045188288987,-0.0,0.5576862745098041,0.0,0.0,0.0,-0.0026501562763412206,11.847783755597124
-206.0,0.0004829174708405939,155492.37170154467,301.39494145257646,0.0008680887931941958,0.02161020284070994,-0.0,0.5438300653594773,0.0,0.0,0.0,-0.0026555344599787476,11.408267675483433
-205.0,0.0004841732620932304,155515.72242461127,301.40539422886843,0.0008704467081209277,0.020833102575821605,-0.0,0.5299738562091507,0.0,0.0,0.0,-0.002660710515360005,10.96932063473155
-204.0,0.00048537963597334113,155539.699658325,301.4162864634772,0.0008727185275394585,0.02006046853420366,-0.0,0.5161470588235297,0.0,0.0,0.0,-0.0026656849122474856,10.530948137408929
-203.0,0.00048653666711521054,155564.37680042704,301.4276542081185,0.0008749046783288418,0.019290953529016528,-0.0,0.5023235294117652,0.0,0.0,0.0,-0.0026704581057994344,10.093150663089714
-202.0,0.0004876444300348518,155589.8043165658,301.4395222389162,0.0008770054920808222,0.018524387413142527,-0.0,0.48850000000000054,0.0,0.0,0.0,-0.002675030494279615,9.655922918605992
-201.0,0.0004887029987421093,155616.03673960827,301.45191744747905,0.0008790213165409035,0.017761827054776184,-0.0,0.4747058823529417,0.0,0.0,0.0,-0.002679402482043034,9.219255920582844
-200.0,0.0004897124463706372,155643.1837437597,301.46489406855443,0.0008809527302541607,0.017004166883154676,-0.0,0.4609803921568628,0.0,0.0,0.0,-0.0026835746030730297,8.78313997839958
